addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"BORSODI ÚT 11., EDELÉNY, Magyarország, 3780",COOP,,EDELÉNY,Magyarország,,{'@spider': 'coop_dac'},,48.296338,20.743657,540. SZ. MAXI COOP,,,3780,1015850,,https://coop.hu/uzlet/1015850,,https://coop.hu/
"BAKTAI ÚT 2., EGER, Magyarország, 3300",COOP,,EGER,Magyarország,,{'@spider': 'coop_dac'},,47.906421,20.3630131,20. SZ. COOP ABC ÁRUHÁZ,,,3300,1002152,,https://coop.hu/uzlet/1002152,,https://coop.hu/
"BERZSENYI U. 45., EGYHÁZASHETYE, Magyarország, 9554",COOP,,EGYHÁZASHETYE,Magyarország,,{'@spider': 'coop_dac'},,47.170404,17.121021,22. SZ. VEGYESBOLT,,,9554,1006299,,https://coop.hu/uzlet/1006299,,https://coop.hu/
"BESZTERCEBÁNYA ÚT 4., ENDREFALVA, Magyarország, 3165",COOP,,ENDREFALVA,Magyarország,,{'@spider': 'coop_dac'},,48.127015,19.575691,5. SZ. VEGYESBOLT,,,3165,1002107,,https://coop.hu/uzlet/1002107,,https://coop.hu/
"BÉKE U. 18., ÉRPATAK, Magyarország, 4245",COOP,,ÉRPATAK,Magyarország,,{'@spider': 'coop_dac'},,47.810242,21.7593088,17. SZ. ABC,,,4245,1002245,,https://coop.hu/uzlet/1002245,,https://coop.hu/
"BÁNOMI LTP. 37., ESZTERGOM, Magyarország, 2500",COOP,,ESZTERGOM,Magyarország,,{'@spider': 'coop_dac'},,47.8011027,18.7481987,3. SZ. ABC/SÜNIHÚS KFT,,,2500,1003622,,https://coop.hu/uzlet/1003622,,https://coop.hu/
"BAROSS G. LTP. 22., ESZTERGOM, Magyarország, 2500",COOP,,ESZTERGOM,Magyarország,,{'@spider': 'coop_dac'},,47.7181774,18.7422927,HONI JOKER CSEMEGE 10,,,2500,1008679,,https://coop.hu/uzlet/1008679,,https://coop.hu/
"BÓLYAI U. 2., FELSŐZSOLCA, Magyarország, 3561",COOP,,FELSŐZSOLCA,Magyarország,,{'@spider': 'coop_dac'},,48.1117773,20.858791,405. SZ. ABC,,,3561,1002274,,https://coop.hu/uzlet/1002274,,https://coop.hu/
"BÉKE U. 10., GERSEKARÁT, Magyarország, 9813",COOP,,GERSEKARÁT,Magyarország,,{'@spider': 'coop_dac'},,46.9809603,16.742405,55. SZ. VEGYESBOLT,,,9813,1003371,,https://coop.hu/uzlet/1003371,,https://coop.hu/
"BÖSZÖRMÉNYI U. 26, GÖRBEHÁZA, Magyarország, 4075",COOP,,GÖRBEHÁZA,Magyarország,,{'@spider': 'coop_dac'},,47.823985,21.230921,10. SZ. VEGYESBOLT,,,4075,1002116,,https://coop.hu/uzlet/1002116,,https://coop.hu/
"BALOGH ÁDÁM UTCA 112., GYŐRVÁR, Magyarország, 9821",COOP,,GYŐRVÁR,Magyarország,,{'@spider': 'coop_dac'},,46.989778,16.838218,40. SZ. VEGYESBOLT,,,9821,1003366,,https://coop.hu/uzlet/1003366,,https://coop.hu/
"BUDAPEST KRT .1., GYULA, Magyarország, 5700",COOP,,GYULA,Magyarország,,{'@spider': 'coop_dac'},,46.649745,21.261042,511. SZ. COOP ABC GYULA,,,5700,1007736,,https://coop.hu/uzlet/1007736,,https://coop.hu/
"BETHLEN G. UTCA 26., HAJDÚBÖSZÖRMÉNY, Magyarország, 4220",COOP,,HAJDÚBÖSZÖRMÉNY,Magyarország,,{'@spider': 'coop_dac'},,47.6759303,21.5079933,66.SZ KIRÁLYSAROK ABC,,,4220,1035223,,https://coop.hu/uzlet/1035223,,https://coop.hu/
"BETHLEN GÁBOR U.32., HAJDÚBÖSZÖRMÉNY, Magyarország, 4220",COOP,,HAJDÚBÖSZÖRMÉNY,Magyarország,,{'@spider': 'coop_dac'},,47.6759041,21.5105309,652. SZ. ABC HAJDÚBÖSZÖRMÉNY,,,4220,1030422,,https://coop.hu/uzlet/1030422,,https://coop.hu/
"BÉKE ÚT 52/A., HAJDÚHADHÁZ, Magyarország, 4242",COOP,,HAJDÚHADHÁZ,Magyarország,,{'@spider': 'coop_dac'},,47.6732809,21.6644284,109.SZ. MINI COOP,,,4242,1018987,,https://coop.hu/uzlet/1018987,,https://coop.hu/
"BÉKE U. 22., HATVAN, Magyarország, 3000",COOP,,HATVAN,Magyarország,,{'@spider': 'coop_dac'},,47.6598729,19.655112,681. SZ. ABC HATVAN,,,3000,1030425,,https://coop.hu/uzlet/1030425,,https://coop.hu/
"BÉKE U. 14., HEGYHÁTSZENTPÉTER, Magyarország, 9821",COOP,,HEGYHÁTSZENTPÉTER,Magyarország,,{'@spider': 'coop_dac'},,46.9798103,16.819077,58. SZ. VEGYESBOLT,,,9821,1006588,,https://coop.hu/uzlet/1006588,,https://coop.hu/
"BATTHYÁNY U. 2., JÁNOSHÁZA, Magyarország, 9545",COOP,,JÁNOSHÁZA,Magyarország,,{'@spider': 'coop_dac'},,47.121165,17.1634411,249 COOP ABC JÁNOSHÁZA,,,9545,1038129,,https://coop.hu/uzlet/1038129,,https://coop.hu/
"BATTHYÁNY ÚT 16., JENŐ, Magyarország, 8146",COOP,,JENŐ,Magyarország,,{'@spider': 'coop_dac'},,47.104003,18.24968,16. SZ. ABC,,,8146,1028083,,https://coop.hu/uzlet/1028083,,https://coop.hu/
"BATTHYÁNY ÚT 8., JENŐ, Magyarország, 8146",COOP,,JENŐ,Magyarország,,{'@spider': 'coop_dac'},,47.10501,18.252168,PALKOVICS ABC,,,8146,1010770,,https://coop.hu/uzlet/1010770,,https://coop.hu/
"BERZSENYI U. 21., KÁLD, Magyarország, 9673",COOP,,KÁLD,Magyarország,,{'@spider': 'coop_dac'},,47.164011,17.045217,48. SZ. ÉLELMISZERBOLT,,,9673,1003156,,https://coop.hu/uzlet/1003156,,https://coop.hu/
"BÚZAPIAC TÉR 8, KALOCSA, Magyarország, 6300",COOP,,KALOCSA,Magyarország,,{'@spider': 'coop_dac'},,46.5260675,18.974486,611.SZ.COOP SZUPERMARKET,,,6300,1046029,,https://coop.hu/uzlet/1046029,,https://coop.hu/
"BAJCSY ZSILINSZKY U. 11., KÁLOZ, Magyarország, 8124",COOP,,KÁLOZ,Magyarország,,{'@spider': 'coop_dac'},,46.9572906,18.4870722,COOP MINI,,,8124,1034927,,https://coop.hu/uzlet/1034927,,https://coop.hu/
"BÉKE U. 45., KAPOSVÁR, Magyarország, 7400",COOP,,KAPOSVÁR,Magyarország,,{'@spider': 'coop_dac'},,46.3647161,17.7804491,201 COOP ABC KAPOSVÁR,,,7400,1027920,,https://coop.hu/uzlet/1027920,,https://coop.hu/
"BÉLA KIRÁLY U. 77., KAPOSVÁR, Magyarország, 7400",COOP,,KAPOSVÁR,Magyarország,,{'@spider': 'coop_dac'},,46.3492065,17.8135201,2.SZ. ABC,,,7400,1003733,,https://coop.hu/uzlet/1003733,,https://coop.hu/
"BÍRÓ L. UTCA 1., KECSKEMÉT, Magyarország, 6000",COOP,,KECSKEMÉT,Magyarország,,{'@spider': 'coop_dac'},,46.889595,19.6700955,18. SZ. ABC,,,6000,1001896,,https://coop.hu/uzlet/1001896,,https://coop.hu/
"BERCSÉNYI U. 2., KEMENESMIHÁLYFA, Magyarország, 9511",COOP,,KEMENESMIHÁLYFA,Magyarország,,{'@spider': 'coop_dac'},,47.284463,17.112339,45. SZ. VEGYESBOLT,,,9511,1006307,,https://coop.hu/uzlet/1006307,,https://coop.hu/
"BÉKE U. 4., KEMENESSZENTPÉTER, Magyarország, 8518",COOP,,KEMENESSZENTPÉTER,Magyarország,,{'@spider': 'coop_dac'},,47.4257465,17.2312984,153. SZ. VEGYESBOLT,,,8518,1004010,,https://coop.hu/uzlet/1004010,,https://coop.hu/
"BÉKE U. 1., KESZNYÉTEN, Magyarország, 3579",COOP,,KESZNYÉTEN,Magyarország,,{'@spider': 'coop_dac'},,47.968613,21.046078,634. SZ. ABC,,,3579,1002405,,https://coop.hu/uzlet/1002405,,https://coop.hu/
"BEM U. 11., KISAPÁTI, Magyarország, 8284",COOP,,KISAPÁTI,Magyarország,,{'@spider': 'coop_dac'},,46.8428827,17.4673558,9. SZ. ÉLELMISZER,,,8284,1013013,,https://coop.hu/uzlet/1013013,,https://coop.hu/
"BÁNK-BÁN U. 1., KISKUNMAJSA, Magyarország, 6120",COOP,,KISKUNMAJSA,Magyarország,,{'@spider': 'coop_dac'},,46.490095,19.7391846,ÉLELMISZERBOLT,,,6120,1009106,,https://coop.hu/uzlet/1009106,,https://coop.hu/
"BOCSKAI U. 14., KISMARJA, Magyarország, 4126",COOP,,KISMARJA,Magyarország,,{'@spider': 'coop_dac'},,47.2480147,21.8255829,43. SZ. ABC,,,4126,1042654,,https://coop.hu/uzlet/1042654,,https://coop.hu/
"BERCSÉNYI U. 1., KUNSZENTMIKLÓS, Magyarország, 6090",COOP,,KUNSZENTMIKLÓS,Magyarország,,{'@spider': 'coop_dac'},,47.018753,19.2206291,3. SZ. VEGYESBOLT,,,6090,1010500,,https://coop.hu/uzlet/1010500,,https://coop.hu/
"BEM JÓZSEF U. 36., LÓKÚT, Magyarország, 8425",COOP,,LÓKÚT,Magyarország,,{'@spider': 'coop_dac'},,47.2062641,17.8650089,10. SZ. ABC,,,8425,1006404,,https://coop.hu/uzlet/1006404,,https://coop.hu/
"BATTHYÁNYI U. 2., MAGYARKESZI, Magyarország, 7098",COOP,,MAGYARKESZI,Magyarország,,{'@spider': 'coop_dac'},,46.7483969,18.240054,80. SZ. KISÁRUHÁZ,,,7098,1001457,,https://coop.hu/uzlet/1001457,,https://coop.hu/
"BÁRÁNY U. 40, MAKÓ, Magyarország, 6900",COOP,,MAKÓ,Magyarország,,{'@spider': 'coop_dac'},,46.23359,20.479905,4156. SZ. ABC,,,6900,1001653,,https://coop.hu/uzlet/1001653,,https://coop.hu/
"BAJCSY -ZSILINSZKY E. U. 31., MARTONVÁSÁR, Magyarország, 2462",COOP,,MARTONVÁSÁR,Magyarország,,{'@spider': 'coop_dac'},,47.3286321,18.8012231,MINI COOP,,,2462,1042774,,https://coop.hu/uzlet/1042774,,https://coop.hu/
"BRUNSZVIK T. U. 1/D., MARTONVÁSÁR, Magyarország, 2462",COOP,,MARTONVÁSÁR,Magyarország,,{'@spider': 'coop_dac'},,47.3160518,18.7853486,127 COOP SZUPER MARTONVÁSÁR,,,2462,1008798,,https://coop.hu/uzlet/1008798,,https://coop.hu/
"BAJCSY ZS. U. 39., MÁTÉSZALKA, Magyarország, 4700",COOP,,MÁTÉSZALKA,Magyarország,,{'@spider': 'coop_dac'},,47.9543574,22.323387,1. SZ. ABC ÁRUHÁZ,,,4700,1002028,,https://coop.hu/uzlet/1002028,,https://coop.hu/
"BÉKE U. 44., MESZLEN, Magyarország, 9745",COOP,,MESZLEN,Magyarország,,{'@spider': 'coop_dac'},,47.332572,16.70022,221. SZ. VEGYESBOLT,,,9745,1005342,,https://coop.hu/uzlet/1005342,,https://coop.hu/
"BAJCSY ZS. UTCA 5., MEZŐCSÁT, Magyarország, 3450",COOP,,MEZŐCSÁT,Magyarország,,{'@spider': 'coop_dac'},,47.8151747,20.8713156,770. SZ. MAXI ABC,,,3450,1007519,,https://coop.hu/uzlet/1007519,,https://coop.hu/
"BACSÓ BÉLA U. 4., MEZŐKÖVESD, Magyarország, 3400",COOP,,MEZŐKÖVESD,Magyarország,,{'@spider': 'coop_dac'},,47.801506,20.563468,205. SZ. COOP ABC,,,3400,1019664,,https://coop.hu/uzlet/1019664,,https://coop.hu/
"BÚZA TÉR 1., MISKOLC, Magyarország, 3526",COOP,,MISKOLC,Magyarország,,{'@spider': 'coop_dac'},,48.1056635,20.7891825,101. SZ. ÁRUCSARNOK,,,3526,1002248,,https://coop.hu/uzlet/1002248,,https://coop.hu/
"BARÁTSÁG ÚT 1., MONORIERDŐ, Magyarország, 2213",COOP,,MONORIERDŐ,Magyarország,,{'@spider': 'coop_dac'},,47.3068972,19.5029059,80. SZ. ABC,,,2213,1000688,,https://coop.hu/uzlet/1000688,,https://coop.hu/
"BEM JÓZSEF U. 1., NAGYKANIZSA-MIKLÓSFA, Magyarország, 8831",COOP,,NAGYKANIZSA-MIKLÓSFA,Magyarország,,{'@spider': 'coop_dac'},,46.4115216,16.9853278,COOP ABC,,,8831,1028405,,https://coop.hu/uzlet/1028405,,https://coop.hu/
"BÉKE ÚT 1., NAGYSZÉNÁS, Magyarország, 5931",COOP,,NAGYSZÉNÁS,Magyarország,,{'@spider': 'coop_dac'},,46.669931,20.673942,470. SZ. ABC,,,5931,1044184,,https://coop.hu/uzlet/1044184,,https://coop.hu/
"BÉKE U. 1., NAGYTILAJ, Magyarország, 9832",COOP,,NAGYTILAJ,Magyarország,,{'@spider': 'coop_dac'},,46.9755818,16.9646213,46. SZ. ABC,,,9832,1003382,,https://coop.hu/uzlet/1003382,,https://coop.hu/
"BÚZA TÉR 24., NYÍREGYHÁZA, Magyarország, 4400",COOP,,NYÍREGYHÁZA,Magyarország,,{'@spider': 'coop_dac'},,47.95894,21.7103868,64. SZ. BÚZA ABC,,,4400,1002187,,https://coop.hu/uzlet/1002187,,https://coop.hu/
"BÉKE ÚT 10., NYÍRTELEK, Magyarország, 4461",COOP,,NYÍRTELEK,Magyarország,,{'@spider': 'coop_dac'},,48.010097,21.623313,95. SZ.  BÉKE ABC,,,4461,1002194,,https://coop.hu/uzlet/1002194,,https://coop.hu/
"BÁTORI U. 11, NYÍRVASVÁRI, Magyarország, 4341",COOP,,NYÍRVASVÁRI,Magyarország,,{'@spider': 'coop_dac'},,47.823143,22.183287,91. SZ. VEGYESBOLT,,,4341,1002014,,https://coop.hu/uzlet/1002014,,https://coop.hu/
"BAJCSY ZS. U. 49., ÖCSÖD, Magyarország, 5451",COOP,,ÖCSÖD,Magyarország,,{'@spider': 'coop_dac'},,46.9020053,20.3890054,661. SZ. COOP ÉLELMISZER,,,5451,1035651,,https://coop.hu/uzlet/1035651,,https://coop.hu/
"BERZSENYI U. 2., ONGA, Magyarország, 3562",COOP,,ONGA,Magyarország,,{'@spider': 'coop_dac'},,48.1187566,20.9034646,433. SZ.VEGYESBOLT,,,3562,1002283,,https://coop.hu/uzlet/1002283,,https://coop.hu/
"BAJCSY ZS. U. 48., OROSHÁZA, Magyarország, 5900",COOP,,OROSHÁZA,Magyarország,,{'@spider': 'coop_dac'},,46.5505465,20.6733748,OROSHÁZI IMCO ABC,,,5900,1009018,,https://coop.hu/uzlet/1009018,,https://coop.hu/
"BAJCSY ZS. U.3., OSTFFYASSZONYFA, Magyarország, 9512",COOP,,OSTFFYASSZONYFA,Magyarország,,{'@spider': 'coop_dac'},,47.3301296,17.0375917,68. SZ. VEGYESBOLT,,,9512,1010693,,https://coop.hu/uzlet/1010693,,https://coop.hu/
"BOLYKI FŐ ÚT 25., ÓZD, Magyarország, 3600",COOP,,ÓZD,Magyarország,,{'@spider': 'coop_dac'},,48.2227869,20.2644131,813. SZ. ABC,,,3600,1002454,,https://coop.hu/uzlet/1002454,,https://coop.hu/
"BOLYKI FŐÚT 67., ÓZD, Magyarország, 3600",COOP,,ÓZD,Magyarország,,{'@spider': 'coop_dac'},,48.224992,20.258219,812. SZ. SZUPERMARKET,,,3600,1002451,,https://coop.hu/uzlet/1002451,,https://coop.hu/
"BUDAI U. 100., PÁKOZD, Magyarország, 8095",COOP,,PÁKOZD,Magyarország,,{'@spider': 'coop_dac'},,47.218812,18.548281,29. SZ. ABC,,,8095,1040295,,https://coop.hu/uzlet/1040295,,https://coop.hu/
"BUDAI U. 5., PÁKOZD, Magyarország, 8095",COOP,,PÁKOZD,Magyarország,,{'@spider': 'coop_dac'},,47.2142701,18.5331201,14. SZ. ABC,,,8095,1040294,,https://coop.hu/uzlet/1040294,,https://coop.hu/
"BARÁTSÁG U. 2., PAKS, Magyarország, 7030",COOP,,PAKS,Magyarország,,{'@spider': 'coop_dac'},,46.616028,18.844614,10. SZ. ABC,,,7030,1001695,,https://coop.hu/uzlet/1001695,,https://coop.hu/
"BÉKE U. 38., PAKS-DUNAKÖMLŐD, Magyarország, 7027",COOP,,PAKS-DUNAKÖMLŐD,Magyarország,,{'@spider': 'coop_dac'},,46.6607506,18.8797625,20. SZ. ABC,,,7027,1001699,,https://coop.hu/uzlet/1001699,,https://coop.hu/
"BORSOSGYŐRI U. 8., PÁPA, Magyarország, 8500",COOP,,PÁPA,Magyarország,,{'@spider': 'coop_dac'},,47.315241,17.433604,11. SZ. VEGYESBOLT,,,8500,1020253,,https://coop.hu/uzlet/1020253,,https://coop.hu/
"BERHIDAI ÚT 2., PÉTFÜRDŐ, Magyarország, 8105",COOP,,PÉTFÜRDŐ,Magyarország,,{'@spider': 'coop_dac'},,47.1664279,18.1256279,374.SZ. PLANÉTÁS ABC,,,8105,1045134,,https://coop.hu/uzlet/1045134,,https://coop.hu/
"BACSÓ ÚT 2., POLGÁR, Magyarország, 4090",COOP,,POLGÁR,Magyarország,,{'@spider': 'coop_dac'},,47.867323,21.1199911,5.SZ. MALOM COOP ABC,,,4090,1020210,,https://coop.hu/uzlet/1020210,,https://coop.hu/
"BÁTHORY U. 1., POLGÁR, Magyarország, 4090",COOP,,POLGÁR,Magyarország,,{'@spider': 'coop_dac'},,47.875104,21.11301,35.SZ. ÉLELMISZERBOLT,,,4090,1012310,,https://coop.hu/uzlet/1012310,,https://coop.hu/
"BATTHYÁNY U.28., POLGÁRDI, Magyarország, 8154",COOP,,POLGÁRDI,Magyarország,,{'@spider': 'coop_dac'},,47.051239,18.305487,ABC,,,8154,1037499,,https://coop.hu/uzlet/1037499,,https://coop.hu/
"BATTHYÁNY U. 1/A., PORCSALMA, Magyarország, 4761",COOP,,PORCSALMA,Magyarország,,{'@spider': 'coop_dac'},,47.8832089,22.5660169,FILLÉRES ABC,,,4761,1008938,,https://coop.hu/uzlet/1008938,,https://coop.hu/
"BÉKE TÉR 7., PUSZTAVACS, Magyarország, 2378",COOP,,PUSZTAVACS,Magyarország,,{'@spider': 'coop_dac'},,47.174513,19.496743,MINI COOP,,,2378,1027252,,https://coop.hu/uzlet/1027252,,https://coop.hu/
"BERTHA GYÖRGY U. 40., RÁBAHÍDVÉG, Magyarország, 9777",COOP,,RÁBAHÍDVÉG,Magyarország,,{'@spider': 'coop_dac'},,47.0689592,16.7435405,28. SZ. BOLT,,,9777,1003363,,https://coop.hu/uzlet/1003363,,https://coop.hu/
"BÉKE U.17., RUM, Magyarország, 9766",COOP,,RUM,Magyarország,,{'@spider': 'coop_dac'},,47.1284149,16.843497,6.SZ.ABC,,,9766,1003379,,https://coop.hu/uzlet/1003379,,https://coop.hu/
"BÉKE U.24., SÁRHIDA, Magyarország, 8944",COOP,,SÁRHIDA,Magyarország,,{'@spider': 'coop_dac'},,46.760923,16.841546,7. SZ. VEGYESBOLT,,,8944,1007665,,https://coop.hu/uzlet/1007665,,https://coop.hu/
"BODONYI ÚT 8., SELLYE, Magyarország, 7960",COOP,,SELLYE,Magyarország,,{'@spider': 'coop_dac'},,45.874799,17.849985,10. SZ. ABC,,,7960,1003785,,https://coop.hu/uzlet/1003785,,https://coop.hu/
"BÉKE TÉR 3., SOLT, Magyarország, 6320",COOP,,SOLT,Magyarország,,{'@spider': 'coop_dac'},,46.800672,19.000552,KER. VENDÉGL. KFT,,,6320,1037938,,https://coop.hu/uzlet/1037938,,https://coop.hu/
"BAJCSY Zsilinszky Utca. 36., SOLTVADKERT, Magyarország, 6230",COOP,,SOLTVADKERT,Magyarország,,{'@spider': 'coop_dac'},,46.588451,19.3917411,1. SZ. MINI ABC,,,6230,1001730,,https://coop.hu/uzlet/1001730,,https://coop.hu/
"BÉCSI KRT. 37/39., SZEGED, Magyarország, 6725",COOP,,SZEGED,Magyarország,,{'@spider': 'coop_dac'},,46.2466826,20.1388088,107. SZ. KÖRÚTI COOP ÁRUHÁZ,,,6725,1010884,,https://coop.hu/uzlet/1010884,,https://coop.hu/
"BEREGSZÁSZI ÚT  2., SZÉKESFEHÉRVÁR, Magyarország, 8000",COOP,,SZÉKESFEHÉRVÁR,Magyarország,,{'@spider': 'coop_dac'},,47.195828,18.447671,703.SZ. COOP MINI SZÉKESFEHÉRVÁR,,,8000,1017438,,https://coop.hu/uzlet/1017438,,https://coop.hu/
"BÉKE U. 1., SZÉKKUTAS, Magyarország, 6821",COOP,,SZÉKKUTAS,Magyarország,,{'@spider': 'coop_dac'},,46.505911,20.5399713,150.SZ. MAXI COOP ABC,,,6821,1014483,,https://coop.hu/uzlet/1014483,,https://coop.hu/
"BAJCSY ZS. U. 3., SZEKSZÁRD, Magyarország, 7100",COOP,,SZEKSZÁRD,Magyarország,,{'@spider': 'coop_dac'},,46.348294,18.708673,23 COOP MINI SZEKSZÁRD,,,7100,1003699,,https://coop.hu/uzlet/1003699,,https://coop.hu/
"BÉRI BALOGH ÁDÁM U. 2., SZEKSZÁRD, Magyarország, 7100",COOP,,SZEKSZÁRD,Magyarország,,{'@spider': 'coop_dac'},,46.3443395,18.7015438,9 COOP ABC SZEKSZÁRD,,,7100,1003831,,https://coop.hu/uzlet/1003831,,https://coop.hu/
"BERZSENYI D. U. 48., SZELESTE, Magyarország, 9622",COOP,,SZELESTE,Magyarország,,{'@spider': 'coop_dac'},,47.304745,16.833006,11.SZ. VEGYESBOLT,,,9622,1003119,,https://coop.hu/uzlet/1003119,,https://coop.hu/
"BALATONI U. 21., SZENTKIRÁLYSZABADJA, Magyarország, 8225",COOP,,SZENTKIRÁLYSZABADJA,Magyarország,,{'@spider': 'coop_dac'},,47.0589493,17.9714605,HONI ABC,,,8225,1008752,,https://coop.hu/uzlet/1008752,,https://coop.hu/
"BEM U. 27., SZIGETVÁR, Magyarország, 7900",COOP,,SZIGETVÁR,Magyarország,,{'@spider': 'coop_dac'},,46.044976,17.778599,135 COOP MINI SZIGETVÁR,,,7900,1003895,,https://coop.hu/uzlet/1003895,,https://coop.hu/
"BAJCSY ZS. U. 6, SZOLNOK, Magyarország, 5000",COOP,,SZOLNOK,Magyarország,,{'@spider': 'coop_dac'},,47.1746036,20.1746167,110. SZ. BARÁTSÁG ABC,,,5000,1000932,,https://coop.hu/uzlet/1000932,,https://coop.hu/
"BAROSS U. 58., SZOLNOK, Magyarország, 5000",COOP,,SZOLNOK,Magyarország,,{'@spider': 'coop_dac'},,47.1774664,20.1820593,101. JÓLÉT ABC,,,5000,1000910,,https://coop.hu/uzlet/1000910,,https://coop.hu/
"BOGÁTI  ÚT 81., SZOMBATHELY, Magyarország, 9700",COOP,,SZOMBATHELY,Magyarország,,{'@spider': 'coop_dac'},,47.2071326,16.674098,COOP MINI ABC,,,9700,1028293,,https://coop.hu/uzlet/1028293,,https://coop.hu/
"BICSKEI ÚT 1., TÁPIÓSÁG, Magyarország, 2253",COOP,,TÁPIÓSÁG,Magyarország,,{'@spider': 'coop_dac'},,47.4011099,19.6257885,30. SZ. COOP MINI TÁPIÓSÁG,,,2253,1000698,,https://coop.hu/uzlet/1000698,,https://coop.hu/
"BARTÓK B. U. 8., TÁPIÓSZELE, Magyarország, 2766",COOP,,TÁPIÓSZELE,Magyarország,,{'@spider': 'coop_dac'},,47.3299401,19.8749211,141. SZ. COOP SZUPER TÁPIÓSZELE,,,2766,1000731,,https://coop.hu/uzlet/1000731,,https://coop.hu/
"BÉKE U. 251., TARD, Magyarország, 3416",COOP,,TARD,Magyarország,,{'@spider': 'coop_dac'},,47.881518,20.597706,221. SZ. COOP MINI,,,3416,1019679,,https://coop.hu/uzlet/1019679,,https://coop.hu/
"BÉKE ÚT 143., TARD, Magyarország, 3416",COOP,,TARD,Magyarország,,{'@spider': 'coop_dac'},,47.8784711,20.598937,208.SZ. COOP ABC,,,3416,1019681,,https://coop.hu/uzlet/1019681,,https://coop.hu/
"BAJCSY ZSILINSZKY U.17., TINNYE, Magyarország, 2086",COOP,,TINNYE,Magyarország,,{'@spider': 'coop_dac'},,47.6203721,18.7776997,COOP VÖLGY CSEMEGE,,,2086,1007638,,https://coop.hu/uzlet/1007638,,https://coop.hu/
"BOCSKAI U. 35., TISZACSEGE, Magyarország, 4066",COOP,,TISZACSEGE,Magyarország,,{'@spider': 'coop_dac'},,47.701701,20.972729,102. SZ. VEGYESBOLT,,,4066,1013581,,https://coop.hu/uzlet/1013581,,https://coop.hu/
"BAROSS ÚT 32, TISZAFÜRED, Magyarország, 5350",COOP,,TISZAFÜRED,Magyarország,,{'@spider': 'coop_dac'},,47.6248013,20.754153,811. ABC,,,5350,1008419,,https://coop.hu/uzlet/1008419,,https://coop.hu/
"BEM JÓZSEF ÚT 2., TISZAPALKONYA, Magyarország, 3587",COOP,,TISZAPALKONYA,Magyarország,,{'@spider': 'coop_dac'},,47.8851983,21.0724536,58. SZ. ABC,,,3587,1002753,,https://coop.hu/uzlet/1002753,,https://coop.hu/
"BAJCSY ZS. U. 3., TISZASZALKA, Magyarország, 4831",COOP,,TISZASZALKA,Magyarország,,{'@spider': 'coop_dac'},,48.1854583,22.3381793,11. TISZA - ÉLELMISZER,,,4831,1008856,,https://coop.hu/uzlet/1008856,,https://coop.hu/
"BÉKE U. 47/C, ÚJSZENTMARGITA, Magyarország, 4065",COOP,,ÚJSZENTMARGITA,Magyarország,,{'@spider': 'coop_dac'},,47.7223858,21.0997759,112. SZ. ABC,,,4065,1006336,,https://coop.hu/uzlet/1006336,,https://coop.hu/
"BAROSS G. U. 2., VILLÁNY, Magyarország, 7773",COOP,,VILLÁNY,Magyarország,,{'@spider': 'coop_dac'},,45.866714,18.450772,94 COOP ABC VILLÁNY,,,7773,1027531,,https://coop.hu/uzlet/1027531,,https://coop.hu/
"BAJCSY ZS U. 3, ZAGYVASZÁNTÓ, Magyarország, 3031",COOP,,ZAGYVASZÁNTÓ,Magyarország,,{'@spider': 'coop_dac'},,47.7758914,19.6582538,32. SZ. ABC,,,3031,1030696,,https://coop.hu/uzlet/1030696,,https://coop.hu/
"BATTHYÁNYI U. 22., ZALASZENTGRÓT, Magyarország, 8790",COOP,,ZALASZENTGRÓT,Magyarország,,{'@spider': 'coop_dac'},,46.9432129,17.0777787,250 COOP SZUPER ZALASZENTGRÓT,,,8790,1036381,,https://coop.hu/uzlet/1036381,,https://coop.hu/
"JÓKAI ÚT 1., CECE, Magyarország, 7013",COOP,,CECE,Magyarország,,{'@spider': 'coop_dac'},,46.7709621,18.6297969,COOP ABC,,,7013,1044797,,https://coop.hu/uzlet/1044797,,https://coop.hu/
"KOSSUTH TÉR 5., CEGLÉD, Magyarország, 2700",COOP,,CEGLÉD,Magyarország,,{'@spider': 'coop_dac'},,47.1691022,19.7941172,371. SZ. KOSSUTH ABC,,,2700,1000609,,https://coop.hu/uzlet/1000609,,https://coop.hu/
"RÁKÓCZI U. 49., CEGLÉD, Magyarország, 2700",COOP,,CEGLÉD,Magyarország,,{'@spider': 'coop_dac'},,47.1803921,19.8053282,84. SZ. COOP ABC CEGLÉD,,,2700,1000878,,https://coop.hu/uzlet/1000878,,https://coop.hu/
"PESTI U. 81., CEGLÉDBERCEL, Magyarország, 2737",COOP,,CEGLÉDBERCEL,Magyarország,,{'@spider': 'coop_dac'},,47.220886,19.668375,364. SZ. COOP SZUPER,,,2737,1000770,,https://coop.hu/uzlet/1000770,,https://coop.hu/
"DR GÉFIN LAJOS TÉR 12., CELLDÖMÖLK, Magyarország, 9500",COOP,,CELLDÖMÖLK,Magyarország,,{'@spider': 'coop_dac'},,47.2568395,17.1526423,111. SZ. FORRÁS COOP ABC,,,9500,1031526,,https://coop.hu/uzlet/1031526,,https://coop.hu/
